Student_Size,Tuition_In_State,Tuition_Out_State,Female_Share,Race_White,Race_Black,Race_Hispanic,Race_Asian,Race_AIAN,Race_NHPI,Race_Two_Or_More,Grad_Rate,School_Name,City,State,id
735.0,28400.0,28400.0,0.2124600639,0.2,0.0667,0.0857,0.0789,0.0082,0.0054,0.0517,0.4689,Musicians Institute,Hollywood,CA,119270
3205.0,1156.0,11908.0,0.5879797248,0.2262,0.0406,0.4889,0.1385,0.0031,0.0066,0.0546,0.3167,Napa Valley College,Napa,CA,119331
1134.0,,,0.6978851964,0.2822,0.1279,0.3034,0.0802,0.0097,0.0071,0.127,0.7385,National Holistic Institute,Emeryville,CA,119553
9725.0,13320.0,13320.0,0.6353790614,0.2977,0.1566,0.3295,0.0706,0.0075,0.0108,0.0364,0.44,National University,San Diego,CA,119605
,,,,,,,,,,,,Naval Postgraduate School,Monterey,CA,119678
212.0,30291.0,30291.0,0.3509933775,0.2736,0.1226,0.3679,0.0991,0.0094,0.0094,0.0472,0.4719,Newschool of Architecture and Design,San Diego,CA,119775
213.0,,,0.9407114625,0.2535,0.0704,0.5399,0.0235,0.0094,0.0047,0.061,0.5795,North Adrian's College of Beauty Inc,Modesto,CA,119951
315.0,,,0.8712730715,0.1429,0.1238,0.4286,0.0794,0.019,0.0127,0.1905,0.6224,North-West College-Pomona,Pomona,CA,120069
635.0,,,0.8408,0.1984,0.0551,0.4205,0.1071,0.0142,0.0094,0.1953,0.6376,North-West College-West Covina,West Covina,CA,120078
225.0,,,0.8545454545,0.1733,0.0933,0.6044,0.0978,0.0044,0.0089,0.0178,0.596,North-West College-Van Nuys,Van Nuys,CA,120087
62.0,8775.0,8775.0,,0.0,0.0161,0.0161,0.7258,0.0,0.0,0.0,,San Francisco Bay University,Fremont,CA,120166
14.0,,,0.7032136106,0.1429,0.1429,0.5714,0.0714,0.0,0.0,0.0714,0.392,Notre Dame de Namur University,Belmont,CA,120184
1844.0,63446.0,63446.0,0.5845070423,0.4799,0.0412,0.1746,0.1329,0.0011,0.0011,0.1128,0.8396,Occidental College,Los Angeles,CA,120254
6958.0,1202.0,8714.0,0.5743829219,0.1339,0.0328,0.2489,0.4306,0.0013,0.0082,0.054,0.5506,Ohlone College,Fremont,CA,120290
16117.0,1208.0,9992.0,0.4886363636,0.2863,0.0168,0.361,0.2157,0.0019,0.0025,0.0533,0.4517,Orange Coast College,Costa Mesa,CA,120342
1242.0,55513.0,55513.0,0.6167664671,0.2238,0.0556,0.2174,0.1731,0.0008,0.0,0.0797,0.6109,Otis College of Art and Design,Los Angeles,CA,120403
6059.0,1416.0,8179.0,0.5393208222,0.1258,0.0177,0.7529,0.0523,0.0023,0.002,0.0323,0.3242,Oxnard College,Oxnard,CA,120421
549.0,36250.0,36250.0,0.5436893204,0.2714,0.0674,0.2678,0.0455,0.0146,0.0109,0.1749,0.4789,Hope International University,Fullerton,CA,120537
178.0,,,0.8028169014,0.0674,0.0449,0.2528,0.0337,0.0056,0.0056,0.0,0.6651,Concorde Career College-San Diego,San Diego,CA,120661
19.0,,,0.6125,0.2632,0.2105,0.2632,0.1053,0.0,0.0526,0.0,,Palo Alto University,Palo Alto,CA,120698
346.0,33360.0,33360.0,0.9341563786,0.1734,0.1243,0.5665,0.0231,0.0,0.0029,0.0462,,Pacific Oaks College,Pasadena,CA,120768
,,,,,,,,,,,,Pacific School of Religion,Berkeley,CA,120795
17.0,9810.0,9810.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,Pacific States University,Los Angeles,CA,120838
910.0,35214.0,35214.0,0.6164154104,0.178,0.0593,0.2967,0.211,0.0,0.0088,0.1264,0.4879,Pacific Union College,Angwin,CA,120865
3247.0,55340.0,55340.0,0.5901386749,0.1632,0.0311,0.2664,0.3437,0.0018,0.0043,0.0533,0.7046,University of the Pacific,Stockton,CA,120883
2909.0,1288.0,12880.0,0.6808510638,0.2413,0.1189,0.5125,0.0358,0.0117,0.0065,0.0265,0.2522,Palo Verde College,Blythe,CA,120953
16167.0,1354.0,10650.0,0.5095936795,0.3364,0.031,0.4851,0.0598,0.0045,0.0046,0.0593,0.3222,Palomar College,San Marcos,CA,120971
20624.0,1180.0,10756.0,0.5426312818,0.1701,0.0342,0.4759,0.2363,0.0016,0.0012,0.0371,0.4114,Pasadena City College,Pasadena,CA,121044
3629.0,66742.0,66742.0,0.587537092,0.4464,0.0361,0.1874,0.1499,0.0019,0.003,0.0755,0.8435,Pepperdine University,Malibu,CA,121150
1191.0,62692.0,62692.0,0.5833333333,0.4861,0.0445,0.1276,0.1192,0.0059,0.0034,0.0999,0.8434,Pitzer College,Claremont,CA,121257
3132.0,43550.0,43550.0,0.6855018587,0.5297,0.0204,0.2634,0.0651,0.0032,0.0029,0.0811,0.7484,Point Loma Nazarene University,San Diego,CA,121309
1638.0,62326.0,62326.0,0.5018867925,0.2924,0.1081,0.1654,0.1777,0.0,0.0049,0.0946,0.9391,Pomona College,Claremont,CA,121345
2775.0,1409.0,10289.0,0.6027100271,0.1971,0.0231,0.7294,0.0205,0.0043,0.0011,0.0223,0.276,Porterville College,Porterville,CA,121363
90.0,,,,0.0111,0.0,0.7333,0.0111,0.0,0.0,0.0,0.5217,Professional Institute of Beauty,El Monte,CA,121433
22011.0,1180.0,9460.0,0.5407098121,0.1778,0.0157,0.5311,0.0747,0.002,0.0025,0.019,0.2919,Santa Ana College,Santa Ana,CA,121619
,,,,,,,,,,,,Pardee RAND Graduate School,Santa Monica,CA,121628
101.0,,,,0.6436,0.0198,0.198,0.0297,0.0297,0.0,0.0792,0.75,Shasta School of Cosmetology,Redding,CA,121637
2095.0,57614.0,57614.0,0.592654424,0.368,0.0501,0.4305,0.0496,0.0095,0.0048,0.0644,0.69,University of Redlands,Redlands,CA,121691
3514.0,1147.0,7783.0,0.5407005427,0.5088,0.0361,0.2351,0.029,0.0569,0.0026,0.0965,0.2468,College of the Redwoods,Eureka,CA,121707
238.0,,,0.8556338028,0.2017,0.0924,0.6387,0.0336,0.0084,0.0,0.0042,0.7073,Salon Success Academy-Upland,Upland,CA,121859
216.0,,,0.9694835681,0.2407,0.0833,0.5833,0.037,0.0,0.0278,0.0278,0.8485,Salon Success Academy-Corona,Corona,CA,121868
15365.0,1388.0,9884.0,0.5421940928,0.1041,0.0213,0.7103,0.0525,0.0015,0.0016,0.01,0.26,Rio Hondo College,Whittier,CA,121886
17361.0,1420.0,11230.0,0.6024734982,0.1329,0.0713,0.6751,0.0622,0.0019,0.0033,0.0423,0.3229,Riverside City College,Riverside,CA,121901
4.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,Dongguk University Los Angeles,Los Angeles,CA,122117
16952.0,1288.0,12808.0,0.5675342948,0.2673,0.094,0.325,0.159,0.0044,0.0126,0.0669,0.2854,Sacramento City College,Sacramento,CA,122180
15959.0,1432.0,13732.0,0.5557755776,0.4468,0.0231,0.3024,0.1208,0.0026,0.0023,0.0626,0.4437,Saddleback College,Mission Viejo,CA,122205
712.0,,,0.8061041293,0.2879,0.0646,0.2388,0.2683,0.0042,0.0084,0.1096,,Samuel Merritt University,Oakland,CA,122296
10584.0,1150.0,9094.0,0.5607878245,0.2285,0.0948,0.4881,0.1033,0.0015,0.0044,0.0667,0.239,San Diego City College,San Diego,CA,122339
15899.0,1150.0,9094.0,0.5331202273,0.2813,0.0673,0.4086,0.1421,0.0018,0.0042,0.0798,0.3377,San Diego Mesa College,San Diego,CA,122375
10740.0,1150.0,9094.0,0.4789623537,0.3189,0.052,0.3344,0.1879,0.0019,0.006,0.0807,0.4306,San Diego Miramar College,San Diego,CA,122384
33654.0,8290.0,20170.0,0.5842020419,0.3426,0.0366,0.3617,0.1336,0.0022,0.0032,0.0702,0.7814,San Diego State University,San Diego,CA,122409
5619.0,56444.0,56444.0,0.5730088496,0.456,0.0457,0.2552,0.0705,0.0025,0.0034,0.0753,0.8208,University of San Diego,San Diego,CA,122436
215.0,54550.0,54550.0,0.3728813559,0.3023,0.0372,0.1349,0.0744,0.0,0.0,0.1023,0.5739,San Francisco Conservatory of Music,San Francisco,CA,122506
20033.0,7424.0,19304.0,0.5840236686,0.1542,0.0646,0.3985,0.2386,0.0016,0.0059,0.0593,0.5225,San Francisco State University,San Francisco,CA,122597
5697.0,58222.0,58222.0,0.6755368814,0.2305,0.0753,0.215,0.2617,0.0018,0.0033,0.1018,0.7278,University of San Francisco,San Francisco,CA,122612
,,,,,,,,,,,,San Joaquin College of Law,Clovis,CA,122649
13964.0,1288.0,9072.0,0.5975232198,0.1464,0.072,0.5231,0.182,0.0025,0.0062,0.0591,0.307,San Joaquin Delta College,Stockton,CA,122658
2270.0,,,0.7232092339,0.1938,0.0696,0.5916,0.0551,0.0132,0.0079,0.0115,0.3289,San Joaquin Valley College-Visalia,Visalia,CA,122685
820.0,,,0.7232092339,0.1317,0.05,0.6817,0.0415,0.0134,0.0098,0.0073,0.4568,San Joaquin Valley College-Bakersfield,Bakersfield,CA,122694
1021.0,37150.0,37150.0,0.6221864952,0.4466,0.0558,0.2488,0.0431,0.0176,0.0127,0.0578,0.5589,William Jessup University,Rocklin,CA,122728
7039.0,1366.0,9486.0,0.587218439,0.1098,0.0493,0.5286,0.2152,0.002,0.0067,0.0425,0.3301,San Jose City College,San Jose,CA,122746
26757.0,7992.0,19872.0,0.521976626,0.1256,0.0348,0.3193,0.3911,0.0007,0.0047,0.0543,0.6622,San Jose State University,San Jose,CA,122755
7359.0,1332.0,11384.0,0.5152905199,0.2566,0.0272,0.3492,0.209,0.001,0.023,0.0641,0.506,College of San Mateo,San Mateo,CA,122791
10070.0,1234.0,10186.0,0.5440549503,0.4019,0.0248,0.3843,0.0478,0.0023,0.0025,0.0583,0.3786,Santa Barbara City College,Santa Barbara,CA,122889
6235.0,59241.0,59241.0,0.5423387097,0.3751,0.035,0.1873,0.2148,0.0003,0.0024,0.0889,0.8849,Santa Clara University,Santa Clara,CA,122931
21194.0,1156.0,9316.0,0.5404960943,0.2523,0.0917,0.4116,0.0864,0.0013,0.001,0.0538,0.3398,Santa Monica College,Santa Monica,CA,122977
14327.0,1318.0,11308.0,0.5890897353,0.4064,0.0198,0.4068,0.0436,0.0053,0.003,0.0528,0.3223,Santa Rosa Junior College,Santa Rosa,CA,123013
,,,,,,,,,,,,Saybrook University,Pasadena,CA,123095
1077.0,63434.0,63434.0,0.9453551913,0.5357,0.0409,0.1226,0.1365,0.0,0.0,0.1133,0.8574,Scripps College,Claremont,CA,123165
10752.0,1394.0,8338.0,0.5615654421,0.1762,0.018,0.7212,0.0339,0.0032,0.0012,0.0299,0.3185,College of the Sequoias,Visalia,CA,123217
12.0,14535.0,14535.0,0.5,0.6667,0.0,0.1667,0.0,0.0,0.0,0.1667,,Shasta Bible College and Graduate School,Redding,CA,123280
5536.0,1197.0,8277.0,0.5971267958,0.599,0.0228,0.2001,0.0466,0.0222,0.0042,0.0831,0.3025,Shasta College,Redding,CA,123299
13455.0,1156.0,9988.0,0.5856541775,0.5392,0.0342,0.2378,0.0823,0.0055,0.0049,0.0796,0.3579,Sierra College,Rocklin,CA,123341
245.0,,,0.6627218935,0.0816,0.049,0.7551,0.0367,0.0,0.0,0.0163,0.8125,Sierra College of Beauty,Merced,CA,123350
,,,0.4308300395,,,,,,,,,Trinity Law School,Santa Ana,CA,123448
751.0,38522.0,38522.0,0.7032374101,0.474,0.0333,0.2783,0.0439,0.0133,0.0093,0.0919,0.4434,Simpson University,Redding,CA,123457
1080.0,1444.0,9394.0,0.4888888889,0.5926,0.0296,0.187,0.0213,0.0222,0.0074,0.0926,0.2657,College of the Siskiyous,Weed,CA,123484
90.0,,,0.6195426195,0.1556,0.2222,0.1889,0.3444,0.0222,0.0333,0.0333,0.5492,Charles A Jones Career and Education Center,Sacramento,CA,123493
7132.0,1332.0,11384.0,0.5464445868,0.1826,0.0286,0.3437,0.3062,0.0014,0.0126,0.058,0.4082,Skyline College,San Bruno,CA,123509
11106.0,1185.0,10017.0,0.6060162941,0.1059,0.1018,0.7006,0.0448,0.0013,0.0044,0.0355,0.2058,San Bernardino Valley College,San Bernardino,CA,123527
2024.0,56134.0,56134.0,0.629740519,0.3824,0.0519,0.3137,0.0949,0.0025,0.0124,0.0929,0.7042,Saint Mary's College of California,Moraga,CA,123554
7688.0,1172.0,8900.0,0.6446023989,0.2128,0.1431,0.3777,0.1476,0.0042,0.0077,0.0881,0.3383,Solano Community College,Fairfield,CA,123563
5374.0,8190.0,20070.0,0.6668721109,0.4042,0.0272,0.4168,0.0493,0.0032,0.0037,0.0566,0.6011,Sonoma State University,Rohnert Park,CA,123572
,,,0.4347826087,,,,,,,,,South Baylo University,Anaheim,CA,123633
241.0,13409.0,13409.0,0.8702702703,0.249,0.0456,0.5145,0.0788,0.0124,0.0,0.0705,0.282,South Coast College,Orange,CA,123642
1975.0,39950.0,39950.0,0.6605769231,0.3063,0.0532,0.4765,0.0446,0.0025,0.0061,0.0238,0.5763,Vanguard University of Southern California,Costa Mesa,CA,123651
202.0,,,0.7262872629,0.0941,0.0396,0.3564,0.198,0.0,0.005,0.0149,0.7831,Concorde Career College-Garden Grove,Garden Grove,CA,123679
16640.0,1344.0,9492.0,0.5640940709,0.0985,0.0436,0.6883,0.1046,0.0019,0.004,0.0383,0.3138,Southwestern College,Chula Vista,CA,123800
,,,,,,,,,,,,Starr King School for the Ministry,Oakland,CA,123916
,,,,,,,,,,,,Marshall B Ketchum University,Fullerton,CA,123943
236.0,53564.0,53564.0,0.4193548387,0.1483,0.0169,0.1271,0.1186,0.0,0.0,0.0339,0.7647,Southern California Institute of Architecture,Los Angeles,CA,123952
20817.0,68237.0,68237.0,0.5540647198,0.2757,0.0705,0.1827,0.2477,0.0017,0.0024,0.0645,0.9223,University of Southern California,Los Angeles,CA,123961
,,,,,,,,,,,,Southwestern Law School,Los Angeles,CA,123970
3216.0,1108.0,9076.0,0.6687697161,0.181,0.0398,0.6676,0.0162,0.005,0.0016,0.0221,0.3368,Taft College,Taft,CA,124113
,,,,,,,,,,,,Claremont School of Theology,Claremont,CA,124283
539.0,28700.0,28700.0,0.4868421053,0.6215,0.0,0.1967,0.0223,0.0,0.0019,0.0557,0.8352,Thomas Aquinas College,Santa Paula,CA,124292
60.0,15072.0,15072.0,0.5042016807,0.3667,0.3333,0.1333,0.05,0.0,0.0167,0.0833,,Epic Bible College & Graduate School,Sacramento,CA,124487
1036.0,,,0.7084060863,0.0058,0.0222,0.2973,0.0058,0.0058,0.0019,0.0019,0.6097,UEI College-Huntington Park,Huntington Park,CA,124681
260.0,,,0.809283552,0.0423,0.0885,0.4115,0.0115,0.0077,0.0038,0.0231,0.6517,Concorde Career College-San Bernardino,San Bernardino,CA,124706
143.0,,,0.7182497332,0.035,0.0769,0.5734,0.049,0.007,0.007,0.007,0.7089,Concorde Career College-North Hollywood,North Hollywood,CA,124937
9971.0,1416.0,8179.0,0.5580276609,0.2058,0.0209,0.6612,0.0446,0.0029,0.002,0.0447,0.408,Ventura College,Ventura,CA,125028
,,,,,,,,,,,,The Colleges of Law at Ventura,Ventura,CA,125037
80.0,,,,0.225,0.1375,0.6,0.0375,0.0,0.0,0.0,0.6522,Bridges Beauty College,Victorville,CA,125082
12107.0,1425.0,10125.0,0.6009567799,0.1747,0.1052,0.6416,0.0194,0.0033,0.0024,0.0454,0.269,Victor Valley College,Victorville,CA,125091
4541.0,1148.0,8684.0,0.5625730994,0.2303,0.1678,0.2803,0.1865,0.0018,0.0031,0.0751,0.4157,Berkeley City College,Berkeley,CA,125170
7337.0,12498.0,12498.0,0.8128064609,0.4187,0.3812,0.0977,0.0144,0.0003,0.003,0.024,,Walden University,Minneapolis,MN,125231
46.0,,,0.6216216216,0.1304,0.0,0.8043,0.0217,0.0435,0.0,0.0,0.7458,Waynes College of Beauty,Salinas,CA,125310
2177.0,1384.0,10084.0,0.5027777778,0.1277,0.0528,0.7382,0.023,0.0092,0.0041,0.0193,0.3419,Coalinga College,Coalinga,CA,125462
7277.0,1238.0,10130.0,0.6018348624,0.1795,0.224,0.4718,0.0414,0.0027,0.0019,0.0431,0.2431,West Los Angeles College,Culver City,CA,125471
6086.0,1490.0,8702.0,0.5811518325,0.303,0.0274,0.3414,0.1873,0.0008,0.0035,0.1132,0.4854,West Valley College,Saratoga,CA,125499
2262.0,,,0.8729805014,0.1857,0.1048,0.4761,0.076,0.0234,0.0186,0.0195,0.518,Carrington College-Sacramento,Sacramento,CA,125532
,,,,,,,,,,,,Westminster Theological Seminary in California,Escondido,CA,125718
1310.0,51790.0,51790.0,0.6036217304,0.516,0.0244,0.2344,0.0649,0.0023,0.0015,0.0809,0.7182,Westmont College,Santa Barbara,CA,125727
812.0,49864.0,49864.0,0.5736842105,0.2278,0.0369,0.4901,0.053,0.0,0.0025,0.069,0.6437,Whittier College,Whittier,CA,125763
825.0,44886.0,44886.0,0.5687830688,0.4073,0.0485,0.2933,0.1261,0.0109,0.0024,0.023,0.548,Woodbury University,Burbank,CA,125897
,,,,,,,,,,,,The Wright Institute,Berkeley,CA,126012
,,,,,,,,,,,,Thomas Jefferson School of Law,San Diego,CA,126049
157.0,16900.0,16900.0,,0.9936,0.0,0.0,0.0,0.0,0.0,0.0,0.1895,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,Los Angeles,CA,126076
4311.0,1128.0,8208.0,0.5781710914,0.2839,0.0309,0.405,0.1538,0.0063,0.0037,0.0733,0.3031,Yuba College,Marysville,CA,126119
1239.0,9776.0,21848.0,0.4890829694,0.3616,0.0815,0.3705,0.0056,0.0178,0.0113,0.0541,0.2966,Adams State University,Alamosa,CO,126182
3182.0,2090.0,11306.0,0.5925394548,0.4843,0.0239,0.4032,0.016,0.0069,0.0028,0.0226,0.3507,Aims Community College,Greeley,CO,126207
5392.0,4308.0,16542.0,0.6350725533,0.6133,0.0393,0.1907,0.0408,0.0054,0.0019,0.046,0.2673,Arapahoe Community College,Littleton,CO,126289
161.0,13819.0,13819.0,0.8788819876,0.5714,0.0311,0.2484,0.0248,0.0062,0.0,0.0311,0.5983,Bel-Rea Institute of Animal Technology,Denver,CO,126359
10686.0,10017.0,28209.0,0.5792682927,0.3789,0.0682,0.2766,0.1072,0.004,0.0019,0.0561,0.4565,University of Colorado Denver/Anschutz Medical Campus,Denver,CO,126562
8870.0,9712.0,20492.0,0.5588865096,0.5964,0.052,0.205,0.0383,0.0047,0.0027,0.0755,0.4391,University of Colorado Colorado Springs,Colorado Springs,CO,126580
321.0,17406.0,17406.0,0.0586510264,0.5327,0.0561,0.1713,0.0592,0.0093,0.0218,0.0218,0.716,Spartan College of Aeronautics and Technology,Broomfield,CO,126605
31578.0,16430.0,41943.0,0.4815162907,0.6776,0.0182,0.1349,0.0621,0.0018,0.0011,0.0674,0.7489,University of Colorado Boulder,Boulder,CO,126614
5363.0,39266.0,39266.0,0.7275913871,0.6142,0.1467,0.1503,0.0127,0.0084,0.0032,0.0373,0.5806,Colorado Christian University,Lakewood,CO,126669
2139.0,67932.0,67932.0,0.6200607903,0.6755,0.0257,0.1127,0.05,0.0019,0.0019,0.0715,0.8605,Colorado College,Colorado Springs,CO,126678
196.0,,,0.8542510121,0.2449,0.0816,0.3571,0.0306,0.0051,0.0,0.0255,0.7016,Concorde Career College-Aurora,Aurora,CO,126687
2821.0,2700.0,12540.0,0.5096296296,0.5771,0.0113,0.3343,0.0103,0.0039,0.0011,0.033,0.2645,Colorado Mountain College,Glenwood Springs,CO,126711
500.0,4454.0,7084.0,0.6428571429,0.678,0.024,0.22,0.01,0.016,0.0,0.032,0.2905,Colorado Northwestern Community College,Rangely,CO,126748
5801.0,21186.0,44376.0,0.2837489252,0.6809,0.0138,0.13,0.0653,0.005,0.0009,0.0645,0.8053,Colorado School of Mines,Golden,CO,126775
108.0,,,,0.8519,0.0093,0.0,0.0278,0.0,0.0,0.0,0.7895,Colorado School of Trades,Lakewood,CO,126784
25148.0,12896.0,33751.0,0.5496754868,0.701,0.0247,0.1564,0.0292,0.0055,0.0016,0.0514,0.6676,Colorado State University-Fort Collins,Fort Collins,CO,126818
25932.0,12760.0,12760.0,0.6500040674,0.2825,0.2051,0.0017,0.0083,0.0122,0.0041,0.0327,0.1857,Colorado Technical University-Colorado Springs,Colorado Springs,CO,126827
3346.0,4030.0,15680.0,0.6149312377,0.2606,0.2197,0.3449,0.0619,0.0063,0.0057,0.0478,0.2649,Community College of Aurora,Aurora,CO,126863
142.0,,,0.6632653061,0.5634,0.0141,0.3873,0.0,0.0352,0.0,0.0,0.8871,Technical College of the Rockies,Delta,CO,126915
5156.0,4902.0,17136.0,0.5895942145,0.3474,0.1197,0.3755,0.0576,0.0078,0.0029,0.0436,0.1678,Community College of Denver,Denver,CO,126942
1104.0,,,0.0790747193,0.3986,0.0743,0.4058,0.0163,0.0254,0.0091,0.0553,0.6725,Lincoln College of Technology-Denver,Denver,CO,126951
,,,,,,,,,,,,Denver Seminary,Littleton,CO,126979
6059.0,59340.0,59340.0,0.6021798365,0.6801,0.0279,0.137,0.0376,0.0043,0.0012,0.0635,0.7771,University of Denver,Denver,CO,127060
5914.0,,,0.5687919463,0.4711,0.0551,0.3713,0.0172,0.0299,0.0057,0.002,0.8733,Emily Griffith Technical College,Denver,CO,127158
3070.0,9670.0,20798.0,0.5287990196,0.4261,0.0124,0.1469,0.0046,0.2824,0.0016,0.1192,0.4085,Fort Lewis College,Durango,CO,127185
11132.0,4740.0,16974.0,0.5958727429,0.5776,0.0245,0.2782,0.0402,0.0067,0.0022,0.0406,0.2859,Front Range Community College,Westminster,CO,127200
,,,,,,,,,,,,Iliff School of Theology,Denver,CO,127273
307.0,,,0.855036855,0.4169,0.1857,0.2997,0.0391,0.0358,0.0033,0.013,0.8088,International Salon and Spa Academy,Colorado Springs,CO,127316
406.0,4422.0,7052.0,0.5218340611,0.3793,0.0591,0.4335,0.0049,0.032,0.0074,0.0345,0.429,Lamar Community College,Lamar,CO,127389
7604.0,9712.0,24312.0,0.5292137533,0.6486,0.0158,0.2102,0.0139,0.0067,0.0039,0.0433,0.403,Colorado Mesa University,Grand Junction,CO,127556
14932.0,10780.0,29503.0,0.5682625199,0.4278,0.0782,0.3665,0.0446,0.0097,0.0027,0.0546,0.2946,Metropolitan State University of Denver,Denver,CO,127565
619.0,4127.0,16360.0,0.6871035941,0.4071,0.0856,0.4685,0.0145,0.0032,0.0,0.0113,0.4076,Morgan Community College,Fort  Morgan,CO,127617
368.0,34600.0,34600.0,0.6612244898,0.6495,0.0217,0.1196,0.0245,0.0027,0.0,0.0761,0.3939,Naropa University,Boulder,CO,127653
336.0,10002.0,10002.0,0.4595959596,0.7619,0.0685,0.1042,0.0149,0.0119,0.003,0.0357,,Nazarene Bible College,Colorado Springs,CO,127714
825.0,5582.0,8045.0,0.5053128689,0.6812,0.0339,0.1733,0.0024,0.0048,0.0012,0.0352,0.5225,Northeastern Junior College,Sterling,CO,127732
5693.0,12010.0,26204.0,0.6510354677,0.6018,0.0425,0.2607,0.0214,0.0042,0.0019,0.0499,0.5162,University of Northern Colorado,Greeley,CO,127741
642.0,4418.0,7048.0,0.485237484,0.4159,0.0576,0.3863,0.0093,0.0125,0.0031,0.0327,0.3703,Otero College,La Junta,CO,127778
9307.0,4302.0,16534.0,0.5845230153,0.5232,0.0829,0.251,0.0342,0.0074,0.0055,0.0676,0.2296,Pikes Peak State College,Colorado Springs,CO,127820
3293.0,4883.0,17116.0,0.6294157609,0.471,0.031,0.4057,0.0137,0.0276,0.0012,0.0361,0.317,Pueblo Community College,Pueblo,CO,127884
4281.0,4707.0,16947.0,0.5558259811,0.6155,0.0271,0.2345,0.0318,0.0068,0.0026,0.0362,0.3797,Red Rocks Community College,Lakewood,CO,127909
2599.0,43980.0,43980.0,0.6412294648,0.4602,0.0635,0.317,0.0646,0.0038,0.0035,0.0385,0.638,Regis University,Denver,CO,127918
1878.0,23720.0,23720.0,0.6865889213,0.5634,0.1097,0.1406,0.0362,0.016,0.0011,0.0399,0.3832,Rocky Mountain College of Art and Design,Lakewood,CO,127945
6.0,,,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8387,Montessori Education Center of the Rockies,Denver,CO,127954
3028.0,9401.0,17242.0,0.5299771167,0.4171,0.0624,0.3616,0.0192,0.0073,0.0036,0.0918,0.3641,Colorado State University Pueblo,Pueblo,CO,128106
646.0,4930.0,8330.0,0.5515695067,0.2322,0.1594,0.4954,0.0557,0.0015,0.0031,0.0263,0.597,Pickens Technical College,Aurora,CO,128151
816.0,,,0.2262872629,0.5208,0.19,0.2304,0.027,0.0098,0.0,0.0,0.443,Intellitec College-Colorado Springs,Colorado Springs,CO,128179
1160.0,,,0.5584307179,0.5172,0.05,0.3647,0.0095,0.0414,0.0017,0.0,0.5186,Intellitec College-Grand Junction,Grand Junction,CO,128188
1168.0,4468.0,7100.0,0.5051282051,0.3545,0.083,0.4443,0.0068,0.0231,0.0,0.0334,0.5331,Trinidad State College,Trinidad,CO,128258
4124.0,,,,0.6341,0.058,0.1193,0.0723,0.0017,0.0058,0.0827,0.9382,United States Air Force Academy,USAF Academy,CO,128328
104.0,,,0.9344600165,0.3077,0.0577,0.4135,0.0,0.0096,0.0,0.0288,0.6667,Empire Beauty School-Thornton,Thornton,CO,128337
1653.0,11083.0,23683.0,0.4164733179,0.7247,0.0315,0.1289,0.0121,0.0115,0.0018,0.0375,0.4879,Western Colorado University,Gunnison,CO,128391
882.0,39924.0,39924.0,0.694684796,0.3571,0.2732,0.2574,0.0159,0.0011,0.0,0.0351,0.4795,Albertus Magnus College,New Haven,CT,128498
50.0,9450.0,9450.0,,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.125,Bais Binyomin Academy,Monsey,NY,128586
1450.0,35760.0,35760.0,0.7091152815,0.2531,0.3262,0.3055,0.0448,0.0034,0.0,0.0048,0.4753,University of Bridgeport,Bridgeport,CT,128744
7670.0,12460.0,25736.0,0.4913224151,0.5425,0.1349,0.2,0.0501,0.001,0.0004,0.0306,0.5127,Central Connecticut State University,New Britain,CT,128771
1620.0,8506.0,8506.0,0.7565698479,0.4944,0.2068,0.2247,0.029,0.0012,0.0019,0.0235,,Charter Oak State College,New Britain,CT,128780
220.0,,,0.7689922481,0.2864,0.25,0.35,0.0409,0.0,0.0,0.0136,0.7717,Cortiva Institute,Cromwell,CT,128896
1960.0,64812.0,64812.0,0.6673427992,0.6867,0.0439,0.1158,0.0362,0.0,0.001,0.0388,0.8393,Connecticut College,New London,CT,128902
333.0,14337.0,14337.0,0.408388521,0.1922,0.2913,0.3093,0.03,0.006,0.0,0.048,0.3474,Porter & Chester Institute of Hamden,Hamden,CT,129002
19147.0,20366.0,43034.0,0.5309655084,0.5034,0.0728,0.1614,0.1304,0.0009,0.0004,0.0462,0.8349,University of Connecticut,Storrs,CT,129020
2761.0,21198.0,21198.0,0.8310487727,0.3716,0.2633,0.2485,0.0272,0.0054,0.0022,0.0087,0.5155,Goodwin University,East Hartford,CT,129154
971.0,,,0.4269304403,0.3708,0.1267,0.207,0.0185,0.001,0.0021,0.0371,0.5846,Lincoln Technical Institute-East Windsor,East Windsor,CT,129181
3377.0,13292.0,16624.0,0.5811784655,0.6444,0.0891,0.1377,0.0234,0.0003,0.0009,0.0403,0.5914,Eastern Connecticut State University,Willimantic,CT,129215
4938.0,56360.0,56360.0,0.6457187745,0.8147,0.0113,0.0751,0.019,0.0002,0.0004,0.0174,0.8399,Fairfield University,Fairfield,CT,129242
191.0,,,0.9387755102,0.3351,0.2565,0.3194,0.0105,0.0052,0.0052,0.0419,0.6438,Paul Mitchell the School-North Haven,North Haven,CT,129349
